Team,1,2,3,4,5,6,7,8,9,R,H,E,Game,10,11,12,13,14,15,16,17,18,19
TB,0,0,0,0,0,0,0,1,0,1,5,1,360707130,,,,,,,,,,
PIT,0,1,0,0,0,0,0,0,0,1,6,0,360707124,,,,,,,,,,
STL,0,0,0,1,1,3,0,0,-,5,6,0,360707124,,,,,,,,,,
DET,0,1,0,2,0,0,1,0,0,4,8,1,360707114,,,,,,,,,,
TOR,2,0,0,0,0,0,1,2,-,5,12,0,360707114,,,,,,,,,,
NYY,0,0,0,0,2,3,0,0,0,5,11,0,360707105,,,,,,,,,,
CLE,0,0,2,0,0,2,0,0,0,4,7,0,360707105,,,,,,,,,,
WSH,1,0,0,3,2,0,1,0,0,7,12,0,360707121,,,,,,,,,,
NYM,0,0,1,3,3,1,1,0,-,9,15,1,360707121,,,,,,,,,,
MIN,2,2,0,0,0,0,0,5,1,10,18,0,360707113,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,1,1,4,0,360707113,,,,,,,,,,
ATL,2,0,0,0,0,0,0,0,1,4,6,0,360707116,0.0,1.0,,,,,,,,
CHC,0,0,0,0,0,0,0,3,0,3,8,0,360707116,0.0,0.0,,,,,,,,
OAK,0,2,0,0,0,0,0,0,1,3,4,0,360707118,,,,,,,,,,
HOU,1,0,0,0,0,0,0,0,0,1,3,1,360707118,,,,,,,,,,
SEA,0,1,0,0,1,0,0,1,0,3,9,0,360707107,,,,,,,,,,
KC,0,0,0,0,0,0,0,2,2,4,9,0,360707107,,,,,,,,,,
PHI,0,1,0,1,0,0,0,0,0,2,9,0,360707127,,,,,,,,,,
COL,1,1,3,0,1,0,5,0,-,11,14,0,360707127,,,,,,,,,,
SD,1,1,0,1,3,0,0,0,0,6,10,0,360707119,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,2,1,360707119,,,,,,,,,,
LAA,2,3,1,2,0,1,0,0,0,9,10,2,360708101,,,,,,,,,,
BAL,1,0,0,1,0,1,0,0,2,5,9,2,360708101,,,,,,,,,,
CHC,0,0,0,1,0,2,1,0,0,4,6,2,360708123,,,,,,,,,,
PIT,0,3,0,0,0,0,4,1,-,8,10,2,360708123,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,7,0,360708114,,,,,,,,,,
TOR,0,0,0,0,1,0,4,1,-,6,13,0,360708114,,,,,,,,,,
TB,0,1,1,0,2,0,0,0,1,5,10,0,360708102,,,,,,,,,,
BOS,2,0,0,2,0,1,0,1,-,6,11,0,360708102,,,,,,,,,,
NYY,0,0,0,0,0,0,1,0,1,2,7,0,360708105,,,,,,,,,,
CLE,4,0,2,0,2,1,1,0,-,10,9,0,360708105,,,,,,,,,,
WSH,0,2,1,0,0,0,0,0,0,3,4,0,360708121,,,,,,,,,,
NYM,0,0,0,0,1,0,0,0,0,1,4,1,360708121,,,,,,,,,,
CIN,0,0,0,1,0,0,0,0,0,1,6,0,360708128,,,,,,,,,,
MIA,1,0,0,1,0,1,0,0,-,3,7,2,360708128,,,,,,,,,,
MIN,0,2,0,0,3,0,0,0,0,5,7,1,360708113,,,,,,,,,,
TEX,2,0,0,2,0,2,0,0,-,6,10,0,360708113,,,,,,,,,,
ATL,1,2,0,1,4,3,0,0,0,11,15,2,360708104,,,,,,,,,,
CHW,1,3,0,0,2,0,1,0,1,8,13,1,360708104,,,,,,,,,,
STL,0,0,2,0,0,0,0,1,0,3,8,1,360708108,,,,,,,,,,
MIL,0,1,0,0,0,2,0,0,1,4,6,2,360708108,,,,,,,,,,
OAK,0,0,0,3,0,0,1,0,5,9,14,0,360708118,,,,,,,,,,
HOU,0,0,0,2,4,0,0,1,3,10,12,0,360708118,,,,,,,,,,
PHI,0,0,0,0,0,0,4,0,1,5,7,0,360708127,,,,,,,,,,
COL,0,0,1,0,1,0,1,0,0,3,12,2,360708127,,,,,,,,,,
SEA,0,0,0,0,1,2,0,0,0,3,7,0,360708107,,,,,,,,,,
KC,0,0,0,1,0,0,0,0,1,2,6,1,360708107,,,,,,,,,,
SD,1,2,0,1,2,0,0,0,0,6,14,2,360708119,,,,,,,,,,
LAD,4,0,4,1,0,0,1,0,-,10,14,1,360708119,,,,,,,,,,
ARI,2,0,0,0,0,0,0,0,0,2,7,1,360708126,,,,,,,,,,
SF,0,2,2,0,1,0,0,1,-,6,8,0,360708126,,,,,,,,,,
DET,0,1,0,1,0,0,0,1,0,3,7,2,360709114,,,,,,,,,,
TOR,0,0,0,0,1,0,1,0,0,2,6,1,360709114,,,,,,,,,,
ATL,1,0,0,2,0,1,0,0,0,4,8,2,360709104,,,,,,,,,,
CHW,0,2,3,0,0,0,0,0,-,5,11,0,360709104,,,,,,,,,,
STL,0,1,1,0,0,0,0,1,5,8,10,0,360709108,,,,,,,,,,
MIL,0,0,1,0,0,0,0,0,0,1,4,0,360709108,,,,,,,,,,
LAA,0,0,0,0,0,2,0,0,0,2,8,0,360709101,,,,,,,,,,
BAL,0,1,0,0,0,0,1,1,-,3,10,0,360709101,,,,,,,,,,
TB,1,0,0,0,0,0,0,0,0,1,7,1,360709102,,,,,,,,,,
BOS,0,0,0,2,2,0,0,0,-,4,8,1,360709102,,,,,,,,,,
ARI,0,0,0,2,0,0,0,0,0,2,8,0,360709126,,,,,,,,,,
SF,0,0,1,2,0,1,0,0,-,4,8,1,360709126,,,,,,,,,,
NYY,0,0,3,0,0,3,0,0,0,7,14,0,360709105,0.0,1.0,,,,,,,,
CLE,1,0,3,0,1,0,1,0,0,6,11,2,360709105,0.0,0.0,,,,,,,,
OAK,0,1,2,0,0,0,0,0,0,3,10,0,360709118,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,2,2,6,0,360709118,,,,,,,,,,
CIN,0,1,0,1,0,0,0,0,0,2,8,0,360709128,,,,,,,,,,
MIA,1,0,0,0,2,0,0,1,-,4,8,0,360709128,,,,,,,,,,
SEA,0,0,0,3,0,0,0,0,0,3,8,0,360709107,,,,,,,,,,
KC,0,3,0,0,0,1,1,0,-,5,12,0,360709107,,,,,,,,,,
SD,2,0,0,0,1,0,0,0,0,3,3,2,360709119,,,,,,,,,,
LAD,1,0,0,2,1,0,0,0,-,4,9,0,360709119,,,,,,,,,,
WSH,0,1,2,0,1,0,2,0,0,6,7,1,360709121,,,,,,,,,,
NYM,1,0,0,0,0,0,0,0,0,1,4,0,360709121,,,,,,,,,,
CHC,2,0,2,1,0,1,0,0,0,6,14,1,360709123,,,,,,,,,,
PIT,0,3,2,2,5,0,0,0,-,12,9,0,360709123,,,,,,,,,,
PHI,0,1,0,1,0,0,0,1,0,3,13,0,360709127,,,,,,,,,,
COL,0,0,0,0,2,6,0,0,-,8,10,1,360709127,,,,,,,,,,
MIN,0,2,0,3,1,0,2,0,0,8,12,1,360709113,,,,,,,,,,
TEX,0,1,2,0,0,1,0,1,1,6,13,1,360709113,,,,,,,,,,
DET,0,0,0,0,1,0,0,0,0,1,6,0,360710114,,,,,,,,,,
TOR,0,2,0,3,0,0,0,1,-,6,14,0,360710114,,,,,,,,,,
NYY,0,4,0,1,6,0,0,0,0,11,13,1,360710105,,,,,,,,,,
CLE,0,1,0,0,6,0,0,0,0,7,11,3,360710105,,,,,,,,,,
WSH,2,0,1,0,0,0,0,0,0,3,6,0,360710121,,,,,,,,,,
NYM,1,0,1,0,0,0,0,0,0,2,5,0,360710121,,,,,,,,,,
CIN,1,0,0,2,0,0,0,0,0,3,9,1,360710128,,,,,,,,,,
MIA,0,2,0,0,2,3,0,0,-,7,10,0,360710128,,,,,,,,,,
LAA,1,0,0,0,0,0,0,1,0,2,5,1,360710101,,,,,,,,,,
BAL,0,0,0,2,0,1,0,1,-,4,12,1,360710101,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,4,0,360710102,,,,,,,,,,
BOS,3,1,0,0,0,0,0,0,-,4,8,0,360710102,,,,,,,,,,
CHC,2,0,1,2,0,0,0,1,0,6,15,2,360710123,,,,,,,,,,
PIT,0,3,1,0,0,0,1,0,0,5,7,0,360710123,,,,,,,,,,
ATL,0,1,1,0,0,0,0,0,0,2,6,0,360710104,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,6,1,360710104,,,,,,,,,,
STL,0,1,0,0,1,1,0,0,2,5,12,0,360710108,,,,,,,,,,
MIL,1,0,0,0,0,0,0,0,0,1,6,1,360710108,,,,,,,,,,
OAK,0,0,0,0,0,1,0,0,0,1,4,3,360710118,0.0,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,1,2,8,0,360710118,1.0,,,,,,,,,
SEA,2,0,0,1,0,0,5,0,0,8,14,0,360710107,,,,,,,,,,
KC,0,0,0,0,0,0,1,3,1,5,10,1,360710107,,,,,,,,,,
MIN,0,0,0,1,5,0,7,2,0,15,18,1,360710113,,,,,,,,,,
TEX,0,0,0,0,2,0,0,1,2,5,9,3,360710113,,,,,,,,,,
SD,0,0,0,0,1,0,0,0,0,1,3,0,360710119,,,,,,,,,,
LAD,1,1,0,0,1,0,0,0,-,3,10,0,360710119,,,,,,,,,,
PHI,0,0,3,0,1,0,2,4,0,10,13,1,360710127,,,,,,,,,,
COL,0,1,0,0,0,1,0,1,0,3,10,0,360710127,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,0,0,1,0,360710126,,,,,,,,,,
SF,2,0,0,0,0,0,2,0,-,4,11,1,360710126,,,,,,,,,,
NL,1,0,0,1,0,0,0,0,0,2,10,1,360712132,,,,,,,,,,
AL,0,3,1,0,0,0,0,0,-,4,8,1,360712132,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,5,2,360715116,,,,,,,,,,
CHC,0,1,0,0,0,5,0,0,-,6,7,0,360715116,,,,,,,,,,
BOS,0,0,1,0,2,2,0,0,0,5,8,0,360715110,,,,,,,,,,
NYY,0,0,0,0,0,3,0,0,0,3,4,0,360715110,,,,,,,,,,
PIT,0,0,0,0,1,0,0,0,0,1,4,1,360715120,,,,,,,,,,
WSH,0,0,0,0,1,0,4,0,-,5,7,0,360715120,,,,,,,,,,
NYM,0,0,1,0,0,3,1,0,0,5,9,1,360715122,,,,,,,,,,
PHI,0,0,0,0,0,3,0,0,0,3,5,0,360715122,,,,,,,,,,
KC,0,0,0,0,0,2,0,0,0,2,5,2,360715106,,,,,,,,,,
DET,1,0,0,0,0,0,3,0,-,4,8,1,360715106,,,,,,,,,,
MIL,1,0,0,0,1,1,0,0,1,4,9,1,360715117,,,,,,,,,,
CIN,0,0,0,1,0,3,1,0,-,5,9,1,360715117,,,,,,,,,,
BAL,0,0,1,0,1,1,0,1,0,4,7,0,360715130,,,,,,,,,,
TB,1,1,1,0,0,0,0,0,0,3,9,0,360715130,,,,,,,,,,
COL,1,0,4,2,0,0,0,0,4,11,10,0,360715115,,,,,,,,,,
ATL,0,0,0,0,1,1,0,0,0,2,9,2,360715115,,,,,,,,,,
CLE,0,0,0,2,0,2,0,1,0,5,8,0,360715109,,,,,,,,,,
MIN,1,0,0,1,0,0,0,0,0,2,4,1,360715109,,,,,,,,,,
MIA,0,0,0,1,0,1,3,1,1,7,13,0,360715124,,,,,,,,,,
STL,0,0,0,4,0,0,2,0,0,6,10,1,360715124,,,,,,,,,,
LAD,1,0,1,5,1,4,0,0,1,13,18,0,360715129,,,,,,,,,,
ARI,0,0,3,0,1,0,3,0,0,7,12,2,360715129,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,5,2,360715103,,,,,,,,,,
LAA,0,0,2,0,0,0,5,0,-,7,9,0,360715103,,,,,,,,,,
TOR,0,1,2,4,0,0,0,0,0,7,7,0,360715111,,,,,,,,,,
OAK,2,0,1,1,3,0,1,0,-,8,12,1,360715111,,,,,,,,,,
HOU,1,0,0,0,5,0,1,0,0,7,11,0,360715112,,,,,,,,,,
SEA,0,0,0,0,3,0,0,0,0,3,8,0,360715112,,,,,,,,,,
SF,0,1,0,0,0,0,0,0,0,1,5,1,360715125,,,,,,,,,,
SD,1,0,1,1,1,0,0,0,-,4,7,0,360715125,,,,,,,,,,
TEX,0,1,0,0,0,0,0,0,0,1,3,1,360716116,,,,,,,,,,
CHC,0,0,2,0,0,1,0,0,-,3,4,0,360716116,,,,,,,,,,
BOS,0,0,1,1,0,3,0,0,0,5,10,0,360716110,,,,,,,,,,
NYY,0,0,1,0,0,0,0,1,0,2,5,2,360716110,,,,,,,,,,
TOR,0,2,1,0,0,0,0,0,1,4,7,0,360716111,,,,,,,,,,
OAK,0,4,0,0,0,1,0,0,-,5,6,1,360716111,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,4,0,360716112,,,,,,,,,,
SEA,0,0,0,0,0,1,0,0,-,1,5,0,360716112,,,,,,,,,,
BAL,0,2,0,0,0,0,0,0,0,2,7,0,360716130,,,,,,,,,,
TB,0,0,0,1,0,0,0,0,0,1,4,0,360716130,,,,,,,,,,
NYM,0,0,1,1,0,0,0,0,0,2,6,1,360716122,,,,,,,,,,
PHI,0,1,0,0,1,0,1,1,-,4,10,0,360716122,,,,,,,,,,
KC,4,1,0,0,3,0,0,0,0,8,11,0,360716106,,,,,,,,,,
DET,1,0,2,0,0,0,1,0,0,4,7,0,360716106,,,,,,,,,,
CLE,1,0,0,0,2,0,1,0,0,4,9,3,360716109,0.0,0.0,,,,,,,,
MIN,0,0,1,0,0,1,2,0,0,5,10,2,360716109,0.0,1.0,,,,,,,,
COL,0,0,0,0,0,0,0,3,1,4,8,0,360716115,,,,,,,,,,
ATL,0,2,0,0,0,0,1,0,0,3,7,2,360716115,,,,,,,,,,
MIL,4,0,5,0,0,0,0,0,0,9,12,0,360716117,,,,,,,,,,
CIN,0,0,0,0,0,0,0,1,0,1,9,0,360716117,,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,0,0,3,0,360716124,,,,,,,,,,
STL,0,0,4,0,1,0,0,0,-,5,8,0,360716124,,,,,,,,,,
LAD,0,0,1,0,0,0,0,0,0,1,10,0,360716129,0.0,0.0,0.0,,,,,,,
ARI,0,0,0,0,0,0,0,0,1,2,8,0,360716129,0.0,0.0,1.0,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,6,1,360716120,,,,,,,,,,
WSH,1,1,0,3,1,0,0,0,-,6,10,0,360716120,,,,,,,,,,
SF,0,0,2,0,1,2,0,0,0,6,14,2,360716125,1.0,,,,,,,,,
SD,2,1,2,0,0,0,0,0,0,7,10,0,360716125,2.0,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,6,1,360716103,,,,,,,,,,
LAA,1,0,0,0,0,0,0,0,-,1,2,0,360716103,,,,,,,,,,
KC,0,1,1,0,0,0,0,0,0,2,6,1,360717106,,,,,,,,,,
DET,0,0,1,0,0,1,0,0,2,4,11,0,360717106,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,0,0,4,0,360717117,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,1,1,4,1,360717117,,,,,,,,,,
BAL,1,0,0,0,0,1,0,0,0,2,8,0,360717130,,,,,,,,,,
TB,1,2,1,0,0,0,0,1,-,5,6,0,360717130,,,,,,,,,,
COL,0,0,0,0,0,0,0,0,0,0,4,0,360717115,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,1,1,7,0,360717115,,,,,,,,,,
PIT,0,0,0,0,0,1,0,0,0,2,12,0,360717120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
WSH,0,0,0,0,0,0,0,0,1,1,8,0,360717120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NYM,0,1,1,0,1,0,0,2,0,5,8,0,360717122,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,0,0,1,1,360717122,,,,,,,,,,
CLE,0,1,0,0,1,2,0,1,1,6,13,0,360717109,,,,,,,,,,
MIN,0,0,0,0,0,1,0,0,0,1,6,0,360717109,,,,,,,,,,
MIA,0,0,0,1,2,0,2,1,0,6,13,1,360717124,,,,,,,,,,
STL,0,1,0,0,1,1,0,0,0,3,4,0,360717124,,,,,,,,,,
TEX,0,2,0,1,0,0,0,1,0,4,6,1,360717116,,,,,,,,,,
CHC,0,0,1,0,0,0,0,0,0,1,4,0,360717116,,,,,,,,,,
CHW,0,0,1,0,0,0,0,0,0,1,7,0,360717103,,,,,,,,,,
LAA,2,0,0,4,2,0,0,0,-,8,10,0,360717103,,,,,,,,,,
TOR,1,0,0,2,0,0,0,0,2,5,10,0,360717111,,,,,,,,,,
OAK,0,0,0,0,0,3,0,0,0,3,8,1,360717111,,,,,,,,,,
HOU,1,0,2,0,1,0,4,0,0,8,11,0,360717112,,,,,,,,,,
SEA,0,0,0,0,0,0,0,1,0,1,7,3,360717112,,,,,,,,,,
LAD,0,0,0,0,0,0,0,2,3,5,11,0,360717129,,,,,,,,,,
ARI,3,0,1,0,1,0,1,0,-,6,9,0,360717129,,,,,,,,,,
SF,0,0,0,0,0,0,3,0,0,3,2,1,360717125,,,,,,,,,,
SD,0,0,0,2,0,2,1,0,-,5,10,2,360717125,,,,,,,,,,
BOS,1,0,0,0,0,0,0,0,0,1,3,1,360717110,,,,,,,,,,
NYY,0,0,0,3,0,0,0,0,-,3,11,1,360717110,,,,,,,,,,
NYM,0,0,0,0,0,0,1,0,0,1,6,1,360718116,,,,,,,,,,
CHC,0,0,3,0,0,1,0,1,-,5,10,0,360718116,,,,,,,,,,
BAL,0,0,1,0,0,0,0,0,0,1,5,0,360718110,,,,,,,,,,
NYY,0,1,1,0,0,0,0,0,-,2,7,1,360718110,,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,2,3,6,0,360718122,0.0,1.0,,,,,,,,
PHI,1,0,0,0,0,0,1,0,0,2,4,0,360718122,0.0,0.0,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,3,0,360718106,,,,,,,,,,
DET,0,1,0,0,0,0,0,0,-,1,3,0,360718106,,,,,,,,,,
ATL,0,0,0,1,0,1,0,0,0,2,9,1,360718117,,,,,,,,,,
CIN,0,0,0,5,0,1,2,0,-,8,12,0,360718117,,,,,,,,,,
CLE,1,0,0,1,0,0,0,0,1,3,7,0,360718107,,,,,,,,,,
KC,0,0,0,0,0,0,0,7,-,7,10,0,360718107,,,,,,,,,,
SD,0,0,0,1,0,0,1,0,0,2,7,1,360718124,,,,,,,,,,
STL,0,0,0,0,2,4,3,1,-,10,13,2,360718124,,,,,,,,,,
TB,1,0,0,0,0,0,3,0,0,4,6,1,360718127,,,,,,,,,,
COL,1,0,0,2,2,0,0,2,-,7,12,0,360718127,,,,,,,,,,
TEX,3,1,0,0,0,0,1,0,0,5,8,1,360718103,,,,,,,,,,
LAA,0,0,0,2,1,2,4,0,-,9,9,1,360718103,,,,,,,,,,
HOU,0,1,0,1,1,0,0,1,0,4,10,0,360718111,,,,,,,,,,
OAK,0,1,0,5,0,0,1,0,-,7,11,2,360718111,,,,,,,,,,
CHW,1,0,0,2,0,0,0,0,0,3,11,0,360718112,,,,,,,,,,
SEA,0,0,0,0,0,0,0,0,4,4,4,1,360718112,,,,,,,,,,
NYM,0,0,0,0,0,1,0,0,1,2,8,1,360719116,,,,,,,,,,
CHC,0,0,1,0,0,0,0,0,0,1,9,0,360719116,,,,,,,,,,
BAL,0,0,0,0,0,1,0,0,0,1,4,1,360719110,,,,,,,,,,
NYY,0,2,0,0,1,2,0,2,-,7,7,0,360719110,,,,,,,,,,
LAD,3,1,0,0,2,0,0,1,1,8,13,0,360719120,,,,,,,,,,
WSH,0,0,0,0,1,0,0,3,0,4,7,2,360719120,,,,,,,,,,
MIA,0,0,0,1,0,0,0,0,0,2,7,1,360719122,1.0,,,,,,,,,
PHI,0,0,0,1,0,0,0,0,0,1,5,0,360719122,0.0,,,,,,,,,
MIL,0,0,0,1,0,0,0,0,1,2,7,3,360719123,,,,,,,,,,
PIT,2,0,0,0,0,0,0,0,1,3,5,1,360719123,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,5,1,360719102,,,,,,,,,,
BOS,0,0,1,3,0,0,0,0,-,4,4,0,360719102,,,,,,,,,,
MIN,0,0,1,0,0,0,5,0,0,6,10,1,360719106,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,2,2,6,0,360719106,,,,,,,,,,
ATL,0,2,0,0,0,0,2,0,0,5,10,1,360719117,0.0,1.0,,,,,,,,
CIN,2,0,0,0,0,0,0,0,2,4,12,2,360719117,0.0,0.0,,,,,,,,
CLE,2,0,1,0,3,0,0,0,1,7,12,0,360719107,,,,,,,,,,
KC,0,0,0,0,0,2,1,0,0,3,8,0,360719107,,,,,,,,,,
TB,1,0,5,1,0,0,0,0,3,10,13,1,360719127,,,,,,,,,,
COL,0,0,0,0,0,0,0,0,1,1,4,0,360719127,,,,,,,,,,
TOR,0,0,3,0,1,0,0,0,1,5,8,0,360719129,,,,,,,,,,
ARI,1,0,0,0,0,0,0,0,0,1,6,2,360719129,,,,,,,,,,
TEX,0,1,0,2,2,1,0,0,0,6,13,0,360719103,,,,,,,,,,
LAA,0,0,0,4,3,1,0,0,-,8,10,1,360719103,,,,,,,,,,
HOU,0,0,1,0,2,0,0,0,0,3,10,1,360719111,0.0,,,,,,,,,
OAK,0,0,0,0,0,0,2,0,1,4,11,1,360719111,1.0,,,,,,,,,
CHW,0,1,0,0,0,0,2,0,3,6,10,1,360719112,,,,,,,,,,
SEA,0,0,0,1,0,0,0,0,0,1,6,0,360719112,,,,,,,,,,
ATL,1,0,0,0,1,0,0,0,1,3,9,0,360720117,,,,,,,,,,
CIN,0,0,0,0,0,4,2,0,-,6,12,0,360720117,,,,,,,,,,
MIN,1,0,0,0,0,0,0,0,3,4,4,0,360720106,,,,,,,,,,
DET,1,0,0,0,0,0,0,0,0,1,9,1,360720106,,,,,,,,,,
NYM,0,0,0,0,0,0,0,2,0,2,9,0,360720116,,,,,,,,,,
CHC,2,0,1,0,3,0,0,0,-,6,11,0,360720116,,,,,,,,,,
CLE,1,0,1,2,7,0,0,0,0,11,10,0,360720107,,,,,,,,,,
KC,0,0,0,0,0,0,0,4,0,4,7,0,360720107,,,,,,,,,,
SD,2,0,0,0,0,0,0,0,0,2,4,0,360720224,,,,,,,,,,
STL,0,1,0,2,0,1,0,0,-,4,9,0,360720224,,,,,,,,,,
TB,1,0,3,5,0,1,0,0,1,11,16,1,360720127,,,,,,,,,,
COL,0,2,0,0,0,0,0,1,0,3,8,1,360720127,,,,,,,,,,
HOU,1,2,0,0,0,0,0,2,2,7,10,1,360720111,,,,,,,,,,
OAK,0,0,0,0,0,0,0,0,0,0,4,1,360720111,,,,,,,,,,
CHW,3,1,0,0,1,0,0,0,0,5,10,0,360720112,0.0,0.0,,,,,,,,
SEA,0,2,0,0,0,0,2,1,0,6,9,0,360720112,0.0,1.0,,,,,,,,
TOR,2,1,0,0,2,1,0,4,0,10,13,1,360720129,,,,,,,,,,
ARI,1,0,0,0,0,0,0,0,3,4,11,3,360720129,,,,,,,,,,
SF,0,0,0,5,2,0,0,0,0,7,15,0,360720102,,,,,,,,,,
BOS,0,3,5,0,0,2,1,0,-,11,16,0,360720102,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,5,0,360720110,,,,,,,,,,
NYY,1,0,0,1,0,1,1,1,-,5,6,1,360720110,,,,,,,,,,
LAD,0,1,0,0,0,0,0,0,0,1,4,0,360720120,,,,,,,,,,
WSH,2,0,0,0,2,3,0,1,-,8,9,1,360720120,,,,,,,,,,
MIA,0,0,0,0,1,0,0,0,0,1,5,0,360720122,,,,,,,,,,
PHI,2,1,0,0,0,1,0,0,-,4,12,1,360720122,,,,,,,,,,
MIL,0,2,2,1,0,3,0,1,0,9,12,1,360720123,,,,,,,,,,
PIT,0,3,0,0,1,1,0,0,0,5,11,0,360720123,,,,,,,,,,
SD,0,0,0,0,0,1,1,0,0,2,7,0,360720324,,,,,,,,,,
STL,0,0,1,0,2,0,0,0,-,3,7,0,360720324,,,,,,,,,,
TEX,0,0,2,1,0,0,0,0,1,4,10,1,360720103,,,,,,,,,,
LAA,4,1,1,1,0,0,0,0,-,7,12,1,360720103,,,,,,,,,,
LAD,2,0,4,0,0,0,0,0,0,6,8,0,360721120,,,,,,,,,,
WSH,1,0,0,0,0,1,1,0,0,3,10,0,360721120,,,,,,,,,,
BAL,2,0,0,0,0,0,2,0,0,4,9,0,360721110,,,,,,,,,,
NYY,0,1,0,0,0,0,0,0,0,1,5,1,360721110,,,,,,,,,,
MIA,0,0,0,4,2,0,0,3,0,9,16,1,360721122,,,,,,,,,,
PHI,0,0,0,2,0,0,0,1,0,3,3,2,360721122,,,,,,,,,,
MIL,0,0,1,0,0,0,2,0,0,3,5,1,360721123,,,,,,,,,,
PIT,3,0,1,1,0,0,0,0,-,5,11,2,360721123,,,,,,,,,,
MIN,0,0,0,0,2,0,0,0,0,2,5,1,360721102,,,,,,,,,,
BOS,3,0,3,0,1,0,2,4,-,13,17,1,360721102,,,,,,,,,,
SD,0,0,0,0,2,0,2,1,0,5,10,0,360721124,,,,,,,,,,
STL,0,0,0,0,0,1,0,4,1,6,10,1,360721124,,,,,,,,,,
DET,0,0,0,0,2,0,0,-,-,2,7,0,360721104,,,,,,,,,,
CHW,0,0,1,0,0,0,-,-,-,1,8,0,360721104,,,,,,,,,,
ATL,0,0,0,0,0,0,1,0,2,3,7,0,360721127,,,,,,,,,,
COL,0,0,0,0,0,3,1,3,-,7,8,0,360721127,,,,,,,,,,
TB,1,1,0,1,4,0,0,0,0,7,10,0,360721111,,,,,,,,,,
OAK,0,3,0,0,0,0,0,0,0,3,5,0,360721111,,,,,,,,,,
CLE,0,0,0,0,1,0,0,0,0,1,8,0,360722101,,,,,,,,,,
BAL,3,1,1,0,0,0,0,0,-,5,10,0,360722101,,,,,,,,,,
SF,0,0,0,0,0,0,1,1,0,2,9,4,360722110,,,,,,,,,,
NYY,1,1,0,0,0,0,0,1,-,3,8,1,360722110,,,,,,,,,,
SD,1,0,0,0,4,0,0,0,0,5,6,1,360722120,,,,,,,,,,
WSH,2,0,0,0,0,0,0,1,0,3,6,1,360722120,,,,,,,,,,
PHI,0,0,0,0,0,1,1,0,2,4,11,0,360722123,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,3,0,360722123,,,,,,,,,,
SEA,1,0,0,0,1,0,0,0,0,2,9,0,360722114,,,,,,,,,,
TOR,0,1,0,0,0,0,0,0,0,1,4,0,360722114,,,,,,,,,,
MIN,0,1,0,0,0,1,0,0,0,2,10,1,360722102,,,,,,,,,,
BOS,1,0,0,0,0,0,0,0,0,1,4,1,360722102,,,,,,,,,,
ARI,2,0,0,0,0,0,0,0,0,2,5,0,360722117,,,,,,,,,,
CIN,3,0,0,0,0,1,1,1,-,6,8,0,360722117,,,,,,,,,,
NYM,1,0,0,1,0,0,1,0,2,5,9,1,360722128,,,,,,,,,,
MIA,0,0,0,0,0,2,0,0,1,3,7,0,360722128,,,,,,,,,,
DET,0,0,3,1,0,0,3,0,0,7,11,1,360722104,,,,,,,,,,
CHW,1,0,0,0,4,0,0,0,0,5,8,3,360722104,,,,,,,,,,
CHC,1,3,0,0,0,0,0,1,0,5,8,1,360722108,,,,,,,,,,
MIL,0,0,0,1,1,0,0,0,0,2,4,2,360722108,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,1,1,5,1,360722118,,,,,,,,,,
HOU,0,0,0,0,1,0,1,0,-,2,7,0,360722118,,,,,,,,,,
TEX,0,0,0,1,0,0,0,0,0,1,5,2,360722107,,,,,,,,,,
KC,1,1,1,0,0,0,0,0,-,3,8,0,360722107,,,,,,,,,,
LAD,1,0,0,0,0,1,0,0,1,3,14,1,360722124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
STL,0,0,2,0,0,0,0,0,1,4,8,0,360722124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
